longitude,latitude,housing_median_age,median_income,ocean_proximity,price_category,rooms_per_household,bedrooms_per_room,population_per_household,income_per_household_member
-117.03,32.71,33.0,3.2596,NEAR OCEAN,0,5.017656500802568,0.20057581573896352,3.691813804173355,0.005232102728731942
-118.16,33.77,49.0,3.8125,NEAR OCEAN,2,4.473544973544974,0.23270254287403902,1.7380952380952381,0.005042989417989418
-120.48,34.66,4.0,4.1563,NEAR OCEAN,1,5.645833333333333,0.17448603057459147,2.7232142857142856,0.012369940476190475
-117.11,32.69,36.0,1.9425,NEAR OCEAN,0,4.002816901408451,0.2582688247712878,3.9943661971830986,0.005471830985915493
-119.8,36.78,43.0,3.5542,INLAND,0,6.268421052631579,0.1809403862300588,2.3,0.009353157894736841
-121.86,37.42,20.0,6.6227,<1H OCEAN,2,6.282147315855181,0.16057233704292528,3.3645443196004994,0.008268039950062422
-117.97,34.04,28.0,2.5192,<1H OCEAN,1,4.345360824742268,0.24733096085409254,3.4922680412371134,0.00649278350515464
-122.53,37.91,37.0,7.9892,NEAR BAY,2,6.052757793764988,0.1576862123613312,2.3956834532374103,0.01915875299760192
-117.9,34.13,5.0,1.5,<1H OCEAN,0,3.620578778135048,0.28063943161634103,2.6334405144694535,0.00482315112540193
-117.79,34.02,5.0,6.4266,<1H OCEAN,2,5.215903890160183,0.20402746396999144,2.8668192219679636,0.005882471395881006
-122.45,37.72,52.0,4.2167,NEAR BAY,2,5.742690058479532,0.20061099796334012,3.818713450292398,0.02465906432748538
-118.35,33.97,25.0,2.2303,<1H OCEAN,1,3.2417391304347825,0.33047210300429186,2.973913043478261,0.0038787826086956524
-119.72,37.46,13.0,2.875,INLAND,0,6.490259740259741,0.1875937968984492,2.435064935064935,0.009334415584415584
-121.88,37.33,36.0,2.0972,<1H OCEAN,1,3.0126582278481013,0.36186974789915966,4.955696202531645,0.003318354430379747
-118.34,34.18,46.0,2.8125,<1H OCEAN,1,4.722033898305085,0.21608040201005024,2.4203389830508475,0.009533898305084746
-118.23,33.89,36.0,3.1667,<1H OCEAN,0,5.054474708171206,0.19784449576597382,3.642023346303502,0.006160894941634241
-121.65,36.67,52.0,2.8924,<1H OCEAN,1,5.355353075170843,0.19523606975754998,2.662870159453303,0.006588610478359909
-121.34,38.03,20.0,4.4063,INLAND,0,5.900560224089636,0.17825777355803465,2.9005602240896358,0.006171288515406163
-118.43,34.32,34.0,4.233,<1H OCEAN,1,4.9943609022556394,0.19382762514113663,3.661654135338346,0.007956766917293233
-118.28,33.93,21.0,1.4329,<1H OCEAN,0,3.0577617328519855,0.3282172373081464,4.631768953068592,0.005172924187725632
-117.34,34.16,31.0,2.1935,INLAND,0,4.794029850746269,0.22042341220423411,3.1313432835820896,0.00654776119402985
-121.98,37.24,35.0,8.013024999999999,<1H OCEAN,2,7.508403361344538,0.13570229434806938,2.783613445378151,0.01683408613445378
-123.15,38.94,22.0,2.7171,<1H OCEAN,0,6.0418994413407825,0.20157189089227925,2.9273743016759775,0.007589664804469274
-118.28,33.98,43.0,1.575,<1H OCEAN,0,3.987138263665595,0.25161290322580643,3.536977491961415,0.005064308681672025
-122.31,40.89,18.0,2.2583,INLAND,0,7.046728971962617,0.21352785145888595,2.308411214953271,0.021105607476635514
-122.28,37.89,52.0,5.4171,NEAR BAY,2,6.764705882352941,0.15893719806763285,2.3594771241830066,0.017702941176470588
-121.57,39.48,15.0,0.8252,INLAND,0,5.05,0.26732673267326734,3.625,0.020630000000000003
-118.26,34.08,46.0,3.5039,<1H OCEAN,1,3.75,0.26455026455026454,3.611111111111111,0.013904365079365079
-118.07,33.8,22.0,3.8792,<1H OCEAN,1,4.715254237288136,0.24299065420560748,2.7457627118644066,0.013149830508474576
-120.79,36.06,29.0,2.4881,<1H OCEAN,0,6.101910828025478,0.20146137787056367,3.245222929936306,0.007923885350318472
-117.07,33.12,32.0,2.7216,<1H OCEAN,1,5.366594360086768,0.2016976556184317,2.6550976138828633,0.005903687635574837
-118.01,34.55,2.0,4.071,INLAND,0,6.28139534883721,0.19622362088115514,3.181395348837209,0.009467441860465116
-118.4,33.99,39.0,2.825,<1H OCEAN,2,4.530898876404494,0.23558586484810912,3.1264044943820224,0.007935393258426966
-118.06,34.08,37.0,2.5119,<1H OCEAN,1,3.9292929292929295,0.2634961439588689,4.292929292929293,0.012686363636363635
-117.01,32.79,31.0,3.4421,<1H OCEAN,1,4.725907384230288,0.21583686440677965,2.360450563204005,0.004308010012515645
-118.11,33.88,35.0,3.5893,<1H OCEAN,2,5.966911764705882,0.18730745532963647,3.1911764705882355,0.013195955882352941
-122.36,40.66,17.0,2.0119,INLAND,0,5.388781431334623,0.20064608758076094,2.955512572533849,0.003891489361702127
-118.21,33.97,52.0,3.1901,<1H OCEAN,1,4.7309417040358746,0.21516587677725119,3.5112107623318387,0.0035763452914798206
-118.06,33.86,16.0,5.0778,<1H OCEAN,2,6.274356103023516,0.16741031590219524,3.4098544232922734,0.005686226203807391
-117.92,33.65,28.0,0.9702,<1H OCEAN,1,2.5576470588235294,0.3891444342226311,1.8988235294117648,0.0022828235294117647
-118.47,34.1,32.0,8.013024999999999,<1H OCEAN,2,5.215903890160183,0.20023252242964004,2.533638443935927,0.0073345766590389005
-118.03,34.1,31.0,3.94,INLAND,1,5.0903846153846155,0.20362674726105023,2.832692307692308,0.007576923076923077
-117.41,33.93,35.0,4.0156,INLAND,0,6.1953125,0.18915510718789408,5.2265625,0.031371875
-118.38,33.97,42.0,6.019,<1H OCEAN,2,5.7024539877300615,0.18128025820333513,2.4938650306748467,0.01846319018404908
-118.02,33.76,25.0,3.6289,<1H OCEAN,1,4.568831168831169,0.2296759522455941,3.6467532467532466,0.009425714285714286
-117.05,32.95,17.0,3.2369,<1H OCEAN,1,4.465677179962894,0.22663066057332779,2.7949907235621523,0.003002690166975881
-121.51,38.55,45.0,2.8417,INLAND,0,5.078726968174204,0.20811345646437995,2.2462311557788945,0.004759966499162479
-118.07,33.91,29.0,3.1957,<1H OCEAN,1,4.355839416058394,0.2387934645999162,3.6094890510948905,0.005831569343065693
-117.7,33.6,25.0,3.1131,<1H OCEAN,0,4.751798561151079,0.22331566994700985,1.4244604316546763,0.011198201438848922
-118.14,34.17,52.0,4.0524,<1H OCEAN,1,5.291666666666667,0.18222722159730034,3.3353174603174605,0.00804047619047619
-118.26,34.07,46.0,2.4038,<1H OCEAN,1,3.6126543209876543,0.30029901751388294,3.6589506172839505,0.003709567901234568
-122.07,37.94,43.0,4.475,NEAR BAY,2,5.635658914728682,0.1609353507565337,2.647286821705426,0.017344961240310076
-121.65,39.76,31.0,3.0,INLAND,0,5.2772277227722775,0.19887429643527205,2.6204620462046204,0.009900990099009901
-117.01,32.77,34.0,2.6678,<1H OCEAN,1,5.076219512195122,0.21711711711711712,2.426829268292683,0.0040667682926829275
-118.35,34.06,52.0,3.2411,<1H OCEAN,2,5.1488203266787655,0.212195981670779,2.1125226860254083,0.005882214156079855
-117.7,33.5,4.0,8.013024999999999,<1H OCEAN,2,5.658763654419067,0.18198170531072455,2.9483614697120157,0.007957323733862959
-122.08,37.82,4.0,8.013024999999999,NEAR BAY,2,8.115079365079366,0.1158924205378973,3.2936507936507935,0.03179771825396825
-118.24,33.9,39.0,1.2083,<1H OCEAN,0,5.219512195121951,0.20093457943925233,3.861788617886179,0.009823577235772357
-118.36,34.04,49.0,2.7917,<1H OCEAN,2,5.128865979381444,0.1849246231155779,2.381443298969072,0.01439020618556701
-117.24,32.8,26.0,2.9258,NEAR OCEAN,2,4.302005012531328,0.2542965336440431,1.8696741854636592,0.003666416040100251
-117.14,32.72,43.0,2.0529,NEAR OCEAN,1,3.845878136200717,0.320596458527493,2.3655913978494625,0.007358064516129033
-118.14,34.18,50.0,3.3068,<1H OCEAN,1,4.622291021671827,0.21835231078365708,3.0959752321981426,0.010237770897832817
-122.63,38.96,17.0,1.75,INLAND,0,5.4743589743589745,0.2687353629976581,2.0288461538461537,0.005608974358974359
-118.96,36.66,18.0,3.1964,INLAND,0,9.789473684210526,0.32565284178187404,2.406015037593985,0.024033082706766917
-122.27,37.56,5.0,5.6936,NEAR BAY,2,4.586206896551724,0.23625787441576915,1.6868592730661696,0.005306244175209692
-118.23,34.15,40.0,5.3369,<1H OCEAN,2,5.709677419354839,0.17419962335216574,2.682795698924731,0.014346505376344087
-117.89,33.68,8.0,3.3409,<1H OCEAN,1,4.831121281464531,0.22027756726032588,2.1867276887871854,0.0030580320366132723
-118.32,33.99,49.0,1.9779,<1H OCEAN,0,4.971731448763251,0.1911869225302061,3.1413427561837457,0.00698904593639576
-118.18,33.77,36.0,1.1483,NEAR OCEAN,0,2.956451612903226,0.37534097108565195,1.8193548387096774,0.0018520967741935486
-117.47,33.98,8.0,4.9886,INLAND,1,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004566224256292906
-122.27,37.32,37.0,5.3951,NEAR OCEAN,2,5.1420118343195265,0.2048331415420023,2.6548323471400392,0.010641222879684418
-118.18,33.81,27.0,1.75,NEAR OCEAN,1,4.90625,0.2802547770700637,3.28125,0.018229166666666668
-117.09,32.75,28.0,1.2286,NEAR OCEAN,0,3.080808080808081,0.32049180327868854,3.2474747474747474,0.0031025252525252525
-121.85,37.38,12.0,5.2415,<1H OCEAN,2,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004797711670480549
-121.32,38.61,22.0,2.774,INLAND,1,5.114023591087811,0.21655561250640698,2.450851900393185,0.00363564875491481
-121.25,37.97,34.0,1.7895,INLAND,0,4.395904436860068,0.2670807453416149,2.887372013651877,0.006107508532423208
-117.93,33.84,23.0,3.2301,<1H OCEAN,1,4.79933110367893,0.22752613240418118,2.809364548494983,0.005401505016722408
-117.13,34.88,21.0,2.3373,INLAND,0,5.970642201834862,0.20559311616472034,2.840366972477064,0.004288623853211009
-118.14,33.95,36.0,3.6635,<1H OCEAN,2,5.580459770114943,0.18280123583934088,2.560344827586207,0.010527298850574712
-122.13,36.97,27.0,4.7188,NEAR OCEAN,2,6.393548387096774,0.19576185671039353,3.503225806451613,0.030443870967741933
-118.06,34.06,28.0,2.5763,<1H OCEAN,1,3.4306451612903226,0.2938410907381288,5.051612903225807,0.004155322580645161
-122.27,37.86,52.0,2.6914,NEAR BAY,1,4.846575342465753,0.21028829847371397,2.326027397260274,0.007373698630136986
-118.47,34.19,41.0,5.0929,<1H OCEAN,1,5.63265306122449,0.17753623188405798,2.5255102040816326,0.02598418367346939
-121.44,38.71,25.0,3.5129,INLAND,0,5.7254901960784315,0.1738013698630137,2.872549019607843,0.008610049019607843
-121.79,37.99,18.0,5.7321,INLAND,1,6.814953271028037,0.14646187602852442,3.085981308411215,0.010714205607476636
-118.17,34.02,42.0,2.45,<1H OCEAN,0,3.624521072796935,0.28752642706131076,4.563218390804598,0.009386973180076629
-117.16,32.75,23.0,2.9705,NEAR OCEAN,2,4.615671641791045,0.2400970088924818,2.0652985074626864,0.005541977611940298
-118.29,34.1,39.0,2.9417,<1H OCEAN,2,4.0817843866171,0.2650273224043716,2.1654275092936803,0.005467843866171004
-122.6,38.11,23.0,5.3962,<1H OCEAN,2,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004939313501144165
-121.99,37.81,17.0,4.9018,<1H OCEAN,1,6.2,0.17849462365591398,1.9466666666666668,0.06535733333333332
-117.91,33.78,26.0,3.045,<1H OCEAN,1,4.44364012409514,0.24133116127530835,3.2388831437435366,0.0031489141675284382
-121.21,37.8,45.0,1.4853,INLAND,0,5.285714285714286,0.22702702702702704,2.3857142857142857,0.02121857142857143
-121.25,38.03,29.0,6.6605,INLAND,1,7.825396825396825,0.13265720081135904,2.726984126984127,0.021144444444444445
-118.49,34.05,45.0,7.0285,<1H OCEAN,2,6.440191387559809,0.1589895988112927,1.985645933014354,0.033629186602870814
-117.67,33.63,9.0,4.4063,<1H OCEAN,1,5.215903890160183,0.20402746396999144,2.8247139588100687,0.004033226544622425
-118.0,33.67,34.0,4.8125,<1H OCEAN,2,5.8734177215189876,0.1796875,2.4066455696202533,0.0076147151898734175
-117.37,33.99,44.0,1.685,INLAND,0,4.168181818181818,0.24427480916030533,3.0272727272727273,0.00765909090909091
-119.79,36.73,52.0,1.975,INLAND,0,2.8,0.25,4.825,0.049375
-121.29,38.13,20.0,5.0,INLAND,1,6.46530612244898,0.16224747474747475,2.836734693877551,0.01020408163265306
-118.19,33.83,43.0,6.4468,NEAR OCEAN,2,5.948198198198198,0.15562287012495266,2.277027027027027,0.01451981981981982
-120.16,34.61,17.0,3.0185,NEAR OCEAN,2,4.205479452054795,0.20521172638436483,1.9817351598173516,0.01378310502283105
-120.84,37.4,7.0,2.6214,INLAND,0,5.4910891089108915,0.19112874143526867,2.720792079207921,0.005190891089108911
-117.18,32.76,17.0,2.6493,NEAR OCEAN,0,3.13215859030837,0.35724331926863573,1.4405286343612336,0.011670925110132159
-117.08,33.14,19.0,3.5462,<1H OCEAN,1,5.226640159045726,0.18790414606314187,2.8707753479125246,0.007050099403578528
-122.24,37.85,37.0,4.9643,NEAR BAY,2,7.1063829787234045,0.16167664670658682,2.0851063829787235,0.10562340425531914
-124.01,40.89,28.0,2.4559,<1H OCEAN,0,4.681528662420382,0.22857142857142856,2.582802547770701,0.007821337579617836
-122.96,40.77,29.0,3.2891,INLAND,0,6.062962962962963,0.18142944410507025,2.7888888888888888,0.012181851851851852
-118.27,33.86,29.0,3.7466,<1H OCEAN,1,5.446315789473684,0.18902203324313877,4.4526315789473685,0.00788757894736842
-121.91,36.55,39.0,5.7248,NEAR OCEAN,2,7.679775280898877,0.15252377468910022,2.502808988764045,0.008040449438202247
-121.96,37.71,6.0,7.2494,<1H OCEAN,2,5.365701506591337,0.184263057450589,2.9491525423728815,0.006826177024482109
-118.18,34.1,8.0,4.9231,<1H OCEAN,2,4.748936170212766,0.239247311827957,1.851063829787234,0.020949361702127658
-117.81,33.73,19.0,3.5719,<1H OCEAN,2,5.007780320366133,0.2125068543227929,2.588558352402746,0.003269473684210526
-118.15,33.77,36.0,3.5292,NEAR OCEAN,2,3.9963386727688786,0.2662906550618415,1.7501144164759725,0.0032303890160183066
-122.23,37.48,38.0,2.7969,NEAR OCEAN,2,4.06701030927835,0.25285171102661597,2.265463917525773,0.007208505154639175
-121.98,38.37,21.0,2.8438,INLAND,0,4.714953271028038,0.22299306243805747,3.143302180685358,0.004429595015576324
-121.7,37.96,33.0,3.2813,INLAND,1,5.15268817204301,0.18864774624373956,2.9913978494623654,0.007056559139784946
-117.33,33.67,27.0,1.9194,<1H OCEAN,0,5.029885057471264,0.22920475319926875,3.06551724137931,0.002206206896551724
-122.24,38.01,16.0,6.0102,NEAR BAY,2,6.7882736156351795,0.15115163147792707,3.758957654723127,0.019577198697068404
-121.98,37.36,34.0,4.5625,<1H OCEAN,2,5.764119601328904,0.18328530259365994,3.3853820598006643,0.0151578073089701
-121.47,38.52,26.0,1.2575,INLAND,0,3.8875,0.2930638493339458,3.5196428571428573,0.0022455357142857142
-117.89,33.61,42.0,5.0,<1H OCEAN,2,5.224899598393574,0.21521906225980014,2.1646586345381524,0.020080321285140562
-117.76,33.79,4.0,8.013024999999999,<1H OCEAN,2,5.215903890160183,0.20402746396999144,2.8668192219679636,0.0073345766590389005
-122.41,37.75,52.0,4.2891,NEAR BAY,1,5.099730458221024,0.21934460887949261,3.8867924528301887,0.011560916442048519
-118.17,34.04,46.0,3.5938,<1H OCEAN,0,4.731543624161074,0.23687943262411348,4.395973154362416,0.02411946308724832
-119.1,35.33,4.0,6.759,INLAND,1,6.317488913525499,0.15758878627678943,3.4600886917960088,0.0074933481152993356
-121.6,36.88,21.0,4.7813,<1H OCEAN,2,5.741176470588235,0.18266978922716628,3.1294117647058823,0.008035798319327731
-119.35,36.21,26.0,1.6378,INLAND,0,4.981927710843373,0.2361950826279726,2.9016064257028114,0.003288755020080321
-118.33,34.04,52.0,3.6373,<1H OCEAN,2,6.841397849462366,0.1575638506876228,2.6989247311827955,0.009777688172043011
-117.95,33.82,35.0,4.3269,<1H OCEAN,1,6.648809523809524,0.162041181736795,2.9523809523809526,0.025755357142857142
-122.15,37.47,38.0,3.0521,NEAR BAY,1,4.936708860759493,0.19294871794871796,4.212025316455696,0.009658544303797468
-121.79,39.48,39.0,3.3929,INLAND,0,6.656626506024097,0.16289592760180996,2.4578313253012047,0.020439156626506024
-120.44,34.96,34.0,2.9167,<1H OCEAN,0,4.588235294117647,0.22756410256410256,3.625,0.010723161764705882
-118.39,33.97,44.0,6.235,<1H OCEAN,2,5.92972972972973,0.16955332725615316,2.772972972972973,0.0337027027027027
-122.42,37.78,52.0,2.1516,NEAR BAY,1,2.75,0.3740031897926635,1.962719298245614,0.004718421052631579
-117.2,32.85,22.0,4.7891,NEAR OCEAN,2,6.025817555938038,0.1802342187946301,2.2323580034423407,0.008242857142857144
-117.89,33.82,24.0,5.0605,<1H OCEAN,1,5.660714285714286,0.16561514195583596,3.125,0.02259151785714286
-121.82,39.72,42.0,1.5064,INLAND,0,4.3858615611192935,0.23304231027535258,2.767304860088365,0.0022185567010309278
-117.84,35.54,11.0,5.0762,INLAND,0,5.91554054054054,0.18046830382638493,2.5844594594594597,0.017149324324324325
-117.91,33.83,9.0,1.119,<1H OCEAN,1,3.5692307692307694,0.31724137931034485,2.2615384615384615,0.0034430769230769233
-118.39,34.05,25.0,4.0153,<1H OCEAN,2,4.276595744680851,0.24911158493248045,1.7310030395136777,0.0061022796352583585
-117.08,32.68,19.0,1.324,NEAR OCEAN,0,3.3272311212814647,0.2965612104539202,2.8622425629290618,0.0012118993135011443
-122.05,37.9,32.0,4.6528,NEAR BAY,2,5.657505285412262,0.18086696562032886,2.0845665961945032,0.009836786469344608
